TABLE TrkAlignStraw
119, 00_1_23, -0.328000, 0.169000, -0.058000, -0.040000, -0.265000, 0.005000, -0.076000, -0.175000
120, 00_1_24, -0.337000, 0.316000, -0.036000, 0.165000, -0.399000, 0.015000, -0.155000, -0.142000
121, 00_1_25, -0.322000, 0.244000, 0.047000, 0.302000, -0.162000, 0.154000, -0.017000, -0.043000
122, 00_1_26, -0.329000, 0.333000, -0.064000, 0.035000, -0.365000, -0.007000, -0.148000, -0.130000
123, 00_1_27, -0.315000, 0.218000, -0.061000, -0.044000, -0.299000, 0.132000, -0.068000, -0.123000
124, 00_1_28, -0.342000, 0.292000, -0.063000, 0.035000, -0.459000, 0.030000, -0.090000, -0.134000
125, 00_1_29, -0.323000, 0.158000, -0.040000, -0.107000, -0.259000, 0.138000, -0.073000, -0.078000
126, 00_1_30, -0.333000, 0.262000, -0.078000, 0.050000, -0.266000, 0.015000, -0.155000, -0.146000
127, 00_1_31, -0.336000, 0.189000, -0.055000, -0.068000, -0.294000, 0.150000, -0.073000, -0.091000
128, 00_1_32, -0.322000, 0.286000, -0.049000, -0.003000, -0.382000, 0.058000, -0.093000, -0.185000
129, 00_1_33, -0.300000, 0.220000, -0.044000, -0.027000, -0.183000, 0.232000, 0.078000, -0.042000
130, 00_1_34, -0.346000, 0.289000, -0.069000, 0.057000, -0.243000, 0.114000, -0.038000, -0.165000
131, 00_1_35, -0.326000, 0.276000, -0.074000, 0.009000, -0.261000, 0.209000, -0.004000, 0.022000
132, 00_1_36, -0.334000, 0.290000, -0.106000, 0.110000, -0.291000, 0.227000, 0.039000, -0.076000
133, 00_1_37, -0.303000, 0.255000, -0.067000, -0.027000, -0.193000, 0.125000, 0.049000, -0.037000
134, 00_1_38, -0.403000, 0.370000, -0.063000, 0.082000, -0.383000, 0.161000, -0.014000, -0.108000
135, 00_1_39, -0.305000, 0.297000, -0.102000, 0.197000, -0.269000, 0.216000, 0.012000, 0.030000
136, 00_1_40, -0.204000, 0.207000, 0.024000, 0.041000, -0.212000, 0.067000, -0.065000, -0.100000
137, 00_1_41, -0.329000, -0.086000, -0.041000, -0.229000, -0.060000, 0.264000, 0.104000, -0.019000
138, 00_1_42, -0.373000, 0.120000, -0.079000, 0.095000, -0.219000, 0.198000, -0.024000, -0.150000
139, 00_1_43, -0.320000, 0.289000, -0.071000, 0.101000, -0.201000, 0.188000, -0.014000, -0.122000
140, 00_1_44, -0.313000, 0.194000, -0.046000, 0.139000, -0.237000, 0.237000, 0.044000, -0.048000
141, 00_1_45, -0.313000, 0.277000, -0.059000, 0.052000, -0.182000, 0.214000, 0.018000, -0.164000
142, 00_1_46, -0.148000, 0.248000, 0.042000, 0.018000, -0.175000, 0.251000, -0.052000, -0.112000
143, 00_1_47, -0.303000, 0.356000, -0.053000, 0.079000, -0.169000, 0.215000, 0.130000, -0.197000
144, 00_1_48, -0.106000, 0.304000, 0.041000, 0.044000, -0.093000, 0.319000, 0.023000, -0.112000
145, 00_1_49, -0.297000, 0.372000, 0.009000, 0.212000, -0.129000, 0.152000, -0.055000, -0.045000
146, 00_1_50, -0.308000, 0.337000, -0.032000, 0.128000, -0.125000, 0.188000, 0.008000, -0.075000
147, 00_1_51, -0.304000, 0.335000, -0.061000, 0.131000, -0.171000, 0.205000, 0.037000, -0.105000
148, 00_1_52, -0.135000, 0.143000, 0.102000, -0.038000, 0.159000, 0.220000, 0.009000, -0.098000
